season,player_id,player_name,targets,comp_allowed,incompletions,interceptions,td_allowed,yards_allowed,comp_pct_allowed,int_rate,td_rate_allowed,yds_per_target,incompletion_rate,player_short_x,season_snaps,player_short_y,career_snaps,target_rate,target_rate_vs_avg
2022,00-0032379,E.Apple,8,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,E.Apple,1101.0,E.Apple,3038.0,0.7266121707538601,-0.3376321206560712
2022,00-0032521,M.Hilton,6,0.0,5.0,1.0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,M.Hilton,846.0,M.Hilton,4001.0,0.7092198581560284,-0.35502443325390287
2022,00-0032890,J.Bradberry,17,0.0,13.0,4.0,1,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.7647058823529411,J.Bradberry,1222.0,J.Bradberry,4282.0,1.3911620294599019,0.3269177380499706
2022,00-0033050,X.Howard,12,0.0,10.0,2.0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,X.Howard,1053.0,X.Howard,3733.0,1.1396011396011396,0.07535684819120836
2022,00-0033055,J.Ramsey,18,0.0,14.0,4.0,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,J.Ramsey,1077.0,J.Ramsey,5119.0,1.6713091922005572,0.6070649007906259
2022,00-0033084,K.Fuller,13,0.0,10.0,3.0,2,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.7692307692307693,K.Fuller,1031.0,K.Fuller,5378.0,1.2609117361784674,0.19666744476853615
2022,00-0033281,M.Humphrey,7,0.0,4.0,3.0,0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,M.Humphrey,1109.0,M.Humphrey,4147.0,0.6311992786293958,-0.4330450127805354
2022,00-0033393,K.Moore,4,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,K.Moore,773.0,K.Moore,4855.0,0.517464424320828,-0.5467798670891033
2022,00-0033548,C.Awuzie,5,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,C.Awuzie,471.0,C.Awuzie,2858.0,1.0615711252653928,-0.002673166144538497
2022,00-0033551,R.Douglas,13,0.0,8.0,5.0,1,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.6153846153846154,R.Douglas,914.0,R.Douglas,4041.0,1.4223194748358863,0.358075183425955
